REGION, INSTITUTION NAME, INSTITUTION TYPE, PROVINCE, MUNICIPALITY/CITY, WEBSITE ADDRESS, FAX/TELEPHONE NO.
04 - CALABARZON,Cavite State University-Imus Campus,SUC,Cavite,City of Imus,http://www.cvsu.edu.ph,(046) 471-6607; (046) 436-6584,
04 - CALABARZON,Southdale International School of Science Arts and Techology,Private,Cavite,City of Imus,http://www.ibtcforums.bravehost.com,(046) 424-2107,
04 - CALABARZON,ISHRM School System-Bacoor,Private,Cavite,City of Bacoor,http://www.ishrm.edu.ph,(046) 416-4792; (046) 476-2878; (046) 519-6376,
04 - CALABARZON,STI College-Dasmariñas,Private,Cavite,City of Dasmariñas,http://www.sti.edu,(046) 424-0518,
04 - CALABARZON,QCRS College,Private,Quezon,City of Lucena,https://cdscdb.edu.ph/,(042) 373-2413,
04 - CALABARZON,St. Francis de Sales Theological Seminary,Private,Batangas,City of Lipa,,(043) 741-8349,
04 - CALABARZON,Gardner College Cainta,Private,Rizal,Cainta,http://www.informatics.com.ph,(02) 507-2994; (02) 968-6644,
04 - CALABARZON,PNTC Colleges,Private,Cavite,City of Dasmariñas,http://www.pntc.edu.ph,(046) 438-8835 (046) 848-6455,
04 - CALABARZON,International Peace Leadership College,Private,Rizal,Tanay,http://www.iplc.edu.ph,(02) 664-8705,
04 - CALABARZON,STI College-Tanauan,Private,Batangas,City of Tanauan,http://www.sti.edu.ph,(043) 778-4682,
04 - CALABARZON,Philippine Women's University-Career Development and Continuing Education Center-Sta. Cruz,Private,Laguna,Santa Cruz,http://www.pwu.edu.ph,(049) 501-3987,
04 - CALABARZON,Manuel S. Enverga Institute Foundation-San Antonio,Private,Quezon,San Antonio,,(042) 545-4113,
04 - CALABARZON,All Nations College,Private,Rizal,City of Antipolo,http://www.amaes.edu.ph,(02) 8964-3516,
04 - CALABARZON,International Christian College of Manila,Private,Rizal,City of Antipolo,http://iccmanila.com,(02) 356-3965,
04 - CALABARZON,Philippine International College,Private,Rizal,City of Antipolo,http://www.picollege.edu.ph http://www.pic1996.edu.ph,(02) 425-3924,
04 - CALABARZON,Teodoro M. Luansing College of Rosario,Private,Batangas,Rosario,aeris.asia,(043) 781-1483,
04 - CALABARZON,Colegio de Montalban,LUC,Rizal,Rodriguez,,(02) 395-9731,
04 - CALABARZON,Pambayang Kolehiyo ng Mauban,LUC,Quezon,Mauban,http://www.etcpluzon.edu.ph,(042) 785-1184,
04 - CALABARZON,Cavite State University-Trece Martires City Campus,SUC,Cavite,City of Trece Martires,http://www.cvsu.edu.ph,(046) 419-3336; (046) 415-0015,
04 - CALABARZON,Our Lady of Assumption College-Cabuyao,Private,Laguna,City of Cabuyao,http://ourladyofassumptioncollege.com,(049) 703-6297; (049) 243-5127; (02) 808-2902,
04 - CALABARZON,Skill Power Institute,Private,Rizal,City of Antipolo,http://www.spi.edu.com.ph,(02) 570-2298,
04 - CALABARZON,Oxfordian Colleges,Private,Cavite,City of Dasmariñas,http://www.jesusreigns.org.ph,(02) 407-2449; (046) 489-9689,
04 - CALABARZON,CVE Colleges,Private,Quezon,Pagbilao,,(042) 797-1692,
04 - CALABARZON,City College of Calamba,LUC,Laguna,City of Calamba,http://www.maryhelpcanlubang.com,(049) 545-0160,
04 - CALABARZON,San Sebastian College Recoletos-Canlubang,Private,Laguna,City of Calamba,http://www.sscrcanlubang.com,(049) 549-0901; (049) 549-0902,
04 - CALABARZON,Laguna University,LUC,Laguna,Santa Cruz,http://www.lu.edu.ph,(049) 576-4359,
04 - CALABARZON,Colegio ng Lungsod ng Batangas,LUC,Batangas,Batangas City,,(043) 402-1450,
04 - CALABARZON,Westmead International School,Private,Batangas,Batangas City,http://www.westmead-is.edu.ph,(043) 425-7658; (043) 312-4152,
04 - CALABARZON,Agoncillo College,Private,Batangas,Agoncillo,http://www.cavitewestpointcollege.com.ph,(043) 774-0011,
04 - CALABARZON,Cavite State University-Silang Campus,SUC,Cavite,Silang,http://www.cvsu.edu.ph,(046) 513-5607,
04 - CALABARZON,Batangas State University-Alangilan,SUC,Batangas,Batangas City,http://batstate-u.edu.ph,(043) 425-0139,
04 - CALABARZON,Colegio de Amore,Private,Cavite,City of Trece Martires,http://www.casap.edu.ph/,(046) 419-2195,
04 - CALABARZON,Far Eastern Polytechnic College,Private,Cavite,City of Dasmariñas,http://www.fepc.edu.ph,(046) 683-0541; (02) 540-7595,
04 - CALABARZON,Immanuel Theological Seminary,Private,Cavite,City of Dasmariñas,,(046) 416-5888,
04 - CALABARZON,Batangas College of Arts and Sciences,Private,Batangas,City of Lipa,http://www.bcas.edu.ph,(043) 756-1232,
04 - CALABARZON,University of Rizal System-Taytay,SUC,Rizal,Taytay,http://www.urs.edu.ph,(02) 664-6393,
04 - CALABARZON,Southern Luzon State University-Tiaong Campus,SUC,Quezon,Tiaong,http://www.slsu.edu.ph,(042) 545-6423,
04 - CALABARZON,Malayan Colleges of Laguna,Private,Laguna,City of Cabuyao,http://www.mcl.edu.ph,(049) 832-4000,
04 - CALABARZON,City College of Tagaytay,LUC,Cavite,City of Tagaytay,http://www.tagaytaycollege.com,(046) 483-0470,
04 - CALABARZON,NYK-TDG Maritime Academy,Private,Laguna,City of Calamba,http://www.ntma.edu.ph,(049) 508-8650,
04 - CALABARZON,Brookfield College in Cavite,Private,Cavite,City of Dasmariñas,,(046) 436-6048; (02) 3416-6409; (046) 686-0644; (046) 852-6756,
04 - CALABARZON,Sumulong College of Arts & Sciences (SCAS),Private,Rizal,City of Antipolo,http://www.scas.edu.ph,(02) 697-0017 loc. 107,
04 - CALABARZON,St. Vincent College of Cabuyao,Private,Laguna,City of Cabuyao,,(049) 531-1671,
04 - CALABARZON,Our Lady of Fatima University-Antipolo,Private,Rizal,City of Antipolo,http://www. fatima.edu.ph,(02) 571-9005; (02) 661-3023 loc. 102/104/105,
04 - CALABARZON,STI College-Tanay,Private,Rizal,Tanay,http://www.sti.edu.ph,(02) 8635-6089,
04 - CALABARZON,Lyceum of the Philippines-Cavite,Private,Cavite,City of General Trias,http://www.cavite.lpu.edu.ph/,(046) 481-1400,
04 - CALABARZON,Asian Institute of Technology and Education-Tiaong Campus,Private,Quezon,Tiaong,http://www.aite.com.ph,(042) 545-6547,
04 - CALABARZON,Cavite State University-Tanza Campus,SUC,Cavite,Tanza,http://www.cvsu.edu.ph,(046) 235-7997,
04 - CALABARZON,Cavite State University-Bacoor City Campus,SUC,Cavite,City of Bacoor,http://www.cvsu.edu.ph,(046) 476-5029,
04 - CALABARZON,Cavite State University-General Trias Campus,SUC,Cavite,City of General Trias,http://www. cvsu_edu.ph,(046) 509-4148,
04 - CALABARZON,San Mateo Municipal College,LUC,Rizal,San Mateo,http://www.smmc.edu.ph,(02) 997-9070,
04 - CALABARZON,Philippine Best Training Systems Colleges,Private,Rizal,Binangonan,,(02) 652-2390,
04 - CALABARZON,St. Joseph's College of Rodriguez,Private,Rizal,Rodriguez,http://www.sjcqc.edu.ph,(02) 477-9864,
04 - CALABARZON,Trece Martires City College,LUC,Cavite,City of Trece Martires,http://www.neu.edu.ph,(046) 419-0218,
04 - CALABARZON,Southern Luzon State University-Gumaca Campus,SUC,Quezon,Gumaca,http://www.slsu.edu.ph,(042) 540-4087; (042) 540-6635,
04 - CALABARZON,Colegio de Porta Vaga,Private,Cavite,City of Imus,http://www.cardmri.com/cmdi,(049) 471-0496,
04 - CALABARZON,STI College-Tagaytay,Private,Cavite,City of Tagaytay,http://www.sti.edu,(046) 423-6451,
04 - CALABARZON,Colegio de Santo Cristo de Burgos,Private,Quezon,Sariaya,,(042) 525-8458,
04 - CALABARZON,East Systems College of Rizal,Private,Rizal,Morong,http://www.aitech.antipolo.ph,(02) 622-5742,
04 - CALABARZON,Alpha Centauri Educational System,Private,Quezon,City of Lucena,http://www.aces.edu.ph,(042) 373-7627,
04 - CALABARZON,Laguna Northwestern College-SLRMC,Private,Laguna,Siniloan,http://www.lagunanorthwesterncollege.edu.ph,(049) 341-2067; (049) 341-1644; (02) 869-0738,
04 - CALABARZON,FEU Cavite,Private,Cavite,Silang,http://www.feucavite.edu.ph,(046) 419-8500,
04 - CALABARZON,Trimex Colleges,Private,Laguna,City of Biñan,http://trimex.edu.ph,(049) 511-9268,
04 - CALABARZON,Granby Colleges of Science & Technology,Private,Cavite,Naic,,(046) 412-0437,
04 - CALABARZON,Kurios Christian Colleges Foundation,Private,Cavite,Magallanes,http://www.sapphireaviationacademy.edu.ph,(043)740-2202,
04 - CALABARZON,ABE International Business College-Quezon,Private,Quezon,City of Lucena,http://www.abe.edu.ph,(042) 719-1077,
04 - CALABARZON,Acts Computer College-Infanta,Private,Quezon,Infanta,,(042) 535-8000,
04 - CALABARZON,Asia-Pacific Christian College and Seminary,Private,Rizal,Rodriguez,http://www.westbridge.edu.ph,(02) 334-7917,
04 - CALABARZON,Asia Technological School of Science and Arts (ASIATECH),Private,Laguna,City of Santa Rosa,,(049) 530-2717; (049) 302-0468,
04 - CALABARZON,CSTC College of Sciences Technology and Communications-Sariaya,Private,Quezon,Sariaya,http://www.cstc.edu.ph,(042) 329-0850,
04 - CALABARZON,Evangelical Theological College of the Philippines-Luzon,Private,Rizal,Cainta,http://www.mmma.edu.ph,(02) 212-7081; (28) 8727-1434,
04 - CALABARZON,Guinayangan College Foundation,Private,Quezon,Guinayangan,http://slc.amaes.edu.ph/,(042) 303-4780,
04 - CALABARZON,ICCT Colleges-Antipolo,Private,Rizal,City of Antipolo,http://www.icct.edu.ph,(02) 630-4228; (02) 630-3023; (02) 249-1050,
04 - CALABARZON,ICCT Colleges-San Mateo,Private,Rizal,San Mateo,http://www.icct.edu.ph,(02) 249-1050; (02) 681-7487; (02) 470-7923,
04 - CALABARZON,Jesus Reigns Christian College-Amadeo Foundation,Private,Cavite,Amadeo,http://www.jesusreigns.org.ph,(02) 425-7988; (02) 400-3819,
04 - CALABARZON,Mary Help of Christian College Salesian Sisters,Private,Laguna,City of Calamba,http://www.mhcs-can.org,(049) 549-7209 loc. 126,
04 - CALABARZON,South Forbes City College,Private,Cavite,Silang,http://www.sfcitycollege.edu.ph,(049) 525-7835,
04 - CALABARZON,The Bearer of Light and Wisdom Colleges,Private,Cavite,City of Bacoor,,(046) 871-3546; (046) 477-0695,
04 - CALABARZON,University of Batangas-Lipa,Private,Batangas,City of Lipa,http://www.ub.edu.ph,(043) 723-1446,
04 - CALABARZON,West Point College-Magallanes,Private,Cavite,Magallanes,http://www.cavitewestpointcollege.com.ph,(046) 412-1865,
04 - CALABARZON,Young Ji College,Private,Cavite,City of General Trias,http://www.myyoungji.com,(046) 402-1779; (070) 4068-5479,
04 - CALABARZON,Southern Luzon State University-Catanauan,SUC,Quezon,Catanauan,http://www.slsu.edu.ph,(042) 540-4087; (042) 540-6635,
04 - CALABARZON,ACLC College of Taytay,Private,Rizal,Taytay,http://usn.amaes.edu.ph,(02) 234-5316,
04 - CALABARZON,College of Arts and Sciences of Asia and the Pacific,Private,Rizal,Taytay,http://www.casap.edu.ph,(02) 212-5950; (02) 280-4361,
04 - CALABARZON,New Sinai School and Colleges-Sta. Rosa,Private,Laguna,City of Santa Rosa,http://www.nssc.educ.ph,(049) 508-7799,
04 - CALABARZON,St. Mary Magdalene Colleges of Laguna,Private,Laguna,City of Calamba,,(049) 252-7636;,
04 - CALABARZON,BWEST College,Private,Quezon,City of Lucena,http://www.bwestcollege.edu.ph,(042) 710-3990,
04 - CALABARZON,Center for Biblical Studies Institute & Seminary,Private,Rizal,City of Antipolo,http://www.cbs-is.org,(02) 245-3128,
04 - CALABARZON,Grain of Wheat College,Private,Rizal,Taytay,http://www.egms.asia/,(02) 401-0256 (02) 8401-0256,
04 - CALABARZON,ICT-ED Institute of Science and Technology,Private,Batangas,City of Lipa,http://www.ict.edu.ph,(043)757-4445,
04 - CALABARZON,ICCT Colleges-Binangonan,Private,Rizal,Binangonan,http://www.icct.edu.ph,(02) 289-2232; (02) 249-1049; (02) 249-1050,
04 - CALABARZON,ICCT Colleges-Taytay,Private,Rizal,Taytay,http://www.icct.edu.ph,(02) 660-3616; (02) 286-0803; (02) 249-1049,
04 - CALABARZON,Mater Redemptoris Collegium,Private,Laguna,Calauan,,(049) 539-2141,
04 - CALABARZON,Mind and Integrity College,Private,Laguna,City of Calamba,maicollege.net,(049) 531-1604,
04 - CALABARZON,College of Saint John Paul II Arts And Sciences,Private,Rizal,Cainta,http://www.csjpii.edu.ph,(02) 655-2171,
04 - CALABARZON,St. Augustine School of Nursing-Lipa,Private,Batangas,City of Lipa,http://www.sasn.edu.ph,(043) 702-4779 (043) 403-9137,
04 - CALABARZON,Paul College of Leadership,Private,Rizal,Cainta,http://www.pclgpm.com,(02) 477-5077,
04 - CALABARZON,ACLC College of San Pablo,Private,Laguna,City of San Pablo,,(049) 503-0256,
04 - CALABARZON,Citi Global College-Biñan,Private,Laguna,City of Biñan,http://www.DBIAS.EDU.PH,(049) 834-3654,
04 - CALABARZON,Far East Asia Pacific Institute of Tourism Science and Technology,Private,Cavite,Tanza,http://www.feapitsatcolleges.com,(046) 431-8501; (046) 866-5650; (046) 885-0469,
04 - CALABARZON,Guardian Bona Fide for Hope Foundation,Private,Laguna,City of Biñan,,(049) 512-6071; (049) 710-4426,
04 - CALABARZON,St. Augustine School of Nursing - Lucena,Private,Quezon,City of Lucena,http://www.sasn.edu.ph,(042) 710-3909,
04 - CALABARZON,Nova Schola Tanauan,Private,Batangas,City of Tanauan,ntcmanila.edu.ph,(043) 773-8927,
04 - CALABARZON,Daehan College of Business and Technology,Private,Rizal,Taytay,,(02) 8755-7611,
04 - CALABARZON,Citi Global College-Cabuyao,Private,Laguna,City of Cabuyao,,(049) 534-0068,
04 - CALABARZON,New Era University - Lipa Campus,Private,Batangas,City of Lipa,,(043) 773-3426,
04 - CALABARZON,Saint Joseph College of Rosario Batangas,Private,Batangas,Rosario,https://dasma.pcu.edu.ph/,(043) 414-0129; (043) 321-0952,
04 - CALABARZON,CARD-MRI Development Institute,Private,Laguna,Bay,http://www.cardmri.com/cmdi,(049) 573-0031; (049) 536-7265,
04 - CALABARZON,Colegio de Sto. Domingo de Silos,Private,Batangas,Calatagan,gmc.edu.ph,(043) 781-8064,
04 - CALABARZON,Our Lady of La Sallete College Seminary,Private,Cavite,Silang,http://www.aics.edu.ph,(046) 414-1941,
04 - CALABARZON,Antipolo Institute of Technology (AITECH),LUC,Rizal,City of Antipolo,http://www.aics.edu.ph,(02) 304-9142,
04 - CALABARZON,Marasigan Institute of Science and Technology (M.I.S.T.),Private,Cavite,City of Dasmariñas,mist.edu.ph,(046) 424-0548,
04 - CALABARZON,Renaissance School of Science and Technology,Private,Rizal,Morong,,(02) 213-6261,
04 - CALABARZON,Tanauan City College,LUC,Batangas,City of Tanauan,,(043) 702-6979,
04 - CALABARZON,Grabsum School,Private,Quezon,Candelaria,,(042) 585-8723,
04 - CALABARZON,Royal British College,Private,Batangas,City of Lipa,,(043) 404-1837,
04 - CALABARZON,Sapphire International Aviation Academy,Private,Batangas,City of Tanauan,sapphireaviationacademy.com,(02) 826-8611,
04 - CALABARZON,Southbay Montessori School and Colleges,Private,Laguna,Santa Cruz,http://www.batstate-u.edu.ph,(049) 523-6123,
04 - CALABARZON,St. Ignatius Technical Institute of Business and Arts,Private,Laguna,City of Santa Rosa,http://www.cvsu-rosario.edu.ph,(049) 594-0446; (049) 501-6460,
04 - CALABARZON,Westbridge Institute of Technology,Private,Laguna,City of Cabuyao,http://www.westbridge.edu.ph,(049) 544-1325,
04 - CALABARZON,AISAT College-Dasmariñas,Private,Cavite,City of Dasmariñas,http://www.cvsu.edu.ph,(046) 432-0448; (046) 435-1153,
04 - CALABARZON,Lyceum de San Pablo,Private,Laguna,City of San Pablo,http://lspu.edu.ph,(049) 742-2076,
04 - CALABARZON,MOL Magsaysay Maritime Academy,Private,Cavite,City of Dasmariñas,lspu.edu.ph,(046) 481-4800,
04 - CALABARZON,Southern Luzon College of Business Maritime Science and Technology,Private,Cavite,City of Dasmariñas,lspu.edu.ph,(046) 458-7228; (02) 411-4166,
04 - CALABARZON,One Cainta College,LUC,Rizal,Cainta,https://batstateu.edu.ph/,(02) 879-0410; (02) 870-0410,
04 - CALABARZON,Informatics College Cavite,Private,Cavite,City of Imus,http://www.batstate-u.edu.ph,(046) 471-2310,
04 - CALABARZON,New Era University-Baras Campus,Private,Rizal,Baras,http://www.bastate-u.edu.ph,(02) 981-4221,
04 - CALABARZON,NU Sports Academy,Private,Laguna,City of Calamba,http://www.batstate-u.edu.ph,(049) 572-3356; (02) 8726-6312; (02) 8727-9036; (032) 8724-9214; (02) 8705-7175,
04 - CALABARZON,Olinsterg College,Private,Quezon,Tiaong,http://www.batstate-u.edu.ph,(042) 710-1244; (042) 545-6547,
04 - CALABARZON,Our Lady of Fatima University-Laguna,Private,Laguna,City of Santa Rosa,http://www. fatima.edu.ph,(049) 566-6412,
04 - CALABARZON,Red Link Institute of Science & Technology,Private,Laguna,City of Calamba,ww.pnu.edu.ph,(049) 561-5606,
04 - CALABARZON,Saint Peter's School (Calauag),Private,Quezon,Calauag,http://www.philsca.edu.ph/,(042) 717-7167,
04 - CALABARZON,CSTC College of Sciences Technology and Communications-Atimonan,Private,Quezon,Atimonan,http://www.cstc.edu.ph,(042) 717-1420,
04 - CALABARZON,De La Salle-College of Saint Benilde-Antipolo,Private,Rizal,City of Antipolo,http://www.pup.edu.ph,(02) 667-1300,
04 - CALABARZON,Saint Benilde International School-Calamba,Private,Laguna,City of Calamba,http://www.saintbenilde.edu.ph,(049) 502-7546,
04 - CALABARZON,St. Ignatius Technical Institute of Business and Arts-Cabuyao,Private,Laguna,City of Cabuyao,http://www.urs.edu.ph,(049) 561-6812; (049) 501-6460,
04 - CALABARZON,St. Therese College of Arts and Sciences,Private,Laguna,Pila,http://www.urs-edu-ph.net/http://www.edu.ph,(049) 559-0824,
04 - CALABARZON,Victory Elijah Christian College,Private,Rizal,City of Antipolo,http://lspu.edu.ph,(02) 470-1639,
04 - CALABARZON,Magna Anima Teachers College,Private,Laguna,City of Santa Rosa,http://www.tupcavite.edu.ph/,(049) 543-5578,
04 - CALABARZON,St. John Bosco College of Tayabas,Private,Quezon,City of Tayabas,uplb.edu.ph,(042) 797-3302,
04 - CALABARZON,Kolehiyo ng Lungsod ng Dasmariñas,LUC,Cavite,City of Dasmariñas,http://www.upou.edu.ph/home/,(046) 481-4600,
04 - CALABARZON,Colegio de La Ciudad de Tayabas,LUC,Quezon,City of Tayabas,http://www.bastate-u.edu.ph,(042) 717-3790; (042) 795-6194,
04 - CALABARZON,First Industrial Science and Technology College,Private,Batangas,City of Sto. Tomas,https://firstcollege.edu.ph/,(043) 274-9242,
04 - CALABARZON,Lyceum of Southern Luzon,Private,Batangas,Balayan,http://www.pup.edu.ph,(043) 332-0390,
04 - CALABARZON,NU Dasmariñas,Private,Cavite,City of Dasmariñas,http://www.national-u.edu.ph,(042) 540-4087,
04 - CALABARZON,Philippine Technological Institute of Science Arts and Trade-Central,Private,Cavite,Gen. Mariano Alvarez,http://www.urs.edu.ph,8539-9930 local 250,
04 - CALABARZON,Samuel Christian College of General Trias,Private,Cavite,City of General Trias,http://www.urs.edu.ph,(046) 456-9955; (046) 538-6923; (046) 402-0725,
04 - CALABARZON,St. Peregrine Institute,Private,Cavite,City of Bacoor,http://www.urs.edu.ph,(046) 434-2160; (046) 434-5855,
04 - CALABARZON,CITI Global College-Calamba,Private,Laguna,City of Calamba,http://www.slsu.edu.ph,(049) 536-3173; (049) 534-0068,
04 - CALABARZON,Manuel S. Enverga University Foundation-Calauag,Private,Quezon,Calauag,http://www.slsu.edu.ph,(042) 713-6450,
04 - CALABARZON,Eastern Star Academy,Private,Rizal,San Mateo,http://www.slsu.edu.ph,(02) 475-0972; (02) 654-0662; (02) 385-3949; (02) 654-0662,
04 - CALABARZON,Batangas State University-Mabini,SUC,Batangas,Mabini,http://batstate-u.edu.ph,(043) 980-0385,
04 - CALABARZON,Southern Luzon State University-Tayabas,SUC,Quezon,City of Tayabas,http://www.slsu.edu.ph,(042) 540-4087; (042) 540-6635,
04 - CALABARZON,NU Lipa,Private,Batangas,City of Lipa,http://www.national-u.edu.ph,(046)527-8624,
04 - CALABARZON,St. Ignatius Technical Institute of Business and Arts-Biñan,Private,Laguna,City of Biñan,http://www.urs.edu.ph,(049) 501-6460,
04 - CALABARZON,Trent Information First Technical Career Insitute,Private,Rizal,Taytay,http://www.urs.edu.ph,(0917) 108-0639,
04 - CALABARZON,Angono Catholic College,Private,Rizal,Angono,http://www.batstate-u.edu.ph,(02) 8651-0032,
04 - CALABARZON,Asian Institute of Technology Sciences and Arts (AITSA),Private,Laguna,City of Cabuyao,http://www.cvsu.edu.ph,(049) 508-4569,
04 - CALABARZON,Banahaw Technological College,Private,Quezon,Lucban,http://www.cvsu-imus.edu.ph,(042) 713-0946,
04 - CALABARZON,Lyceum Technological College,Private,Quezon,Tiaong,http://www.cvsu.edu.ph,9780000000,
04 - CALABARZON,Philippine Christian University-Cavite,Private,Cavite,City of Dasmariñas,https://dasma.pcu.edu.ph/,(046) 888 9900,
